"","Silo3","Silo9"
"276","CHOYP_G6PD.2.2.m.46923.176","CHOYP_G6PD.2.2.m.46923.3.179"
"277","CHOYP_G6PD.2.2.m.46923.177","CHOYP_G6PD.2.2.m.46923.3.180"
"278","CHOYP_G6PD.2.2.m.46923.178","CHOYP_G6PD.2.2.m.46923.3.181"
"279","CHOYP_G6PD.2.2.m.46923.179","CHOYP_G6PD.2.2.m.46923.3.182"
"280","CHOYP_G6PD.2.2.m.46923.180","CHOYP_G6PD.2.2.m.46923.3.183"
"281","CHOYP_G6PD.2.2.m.46923.181","CHOYP_G6PD.2.2.m.46923.3.184"
"282","CHOYP_G6PD.2.2.m.46923.182","CHOYP_G6PD.2.2.m.46923.3.185"
"283","CHOYP_G6PD.2.2.m.46923.183","CHOYP_G6PD.2.2.m.46923.3.186"
"284","CHOYP_G6PD.2.2.m.46923.184","CHOYP_G6PD.2.2.m.46923.3.187"
"285","CHOYP_G6PD.2.2.m.46923.185","CHOYP_G6PD.2.2.m.46923.3.188"
"286","CHOYP_G6PD.2.2.m.46923.186","CHOYP_G6PD.2.2.m.46923.3.189"
"287","CHOYP_FUT8.1.1.m.9231.22","CHOYP_G6PD.2.2.m.46923.3.190"
"288","CHOYP_G6PD.2.2.m.46923.187","CHOYP_ALF.3.3.m.66837.22"
"289","CHOYP_G6PD.2.2.m.46923.188","CHOYP_G6PD.2.2.m.46923.3.191"
"290","CHOYP_ALF.3.3.m.66837.18","CHOYP_G6PD.2.2.m.46923.3.192"
"291","CHOYP_G6PD.2.2.m.46923.189","CHOYP_G6PD.2.2.m.46923.20"
"292","CHOYP_G6PD.2.2.m.46923.190","CHOYP_G6PD.2.2.m.46923.3.193"
"293","CHOYP_FYN.1.1.m.44312.37","CHOYP_G6PD.2.2.m.46923.3.194"
"294","CHOYP_G6PD.2.2.m.46923.191","CHOYP_ALF.3.3.m.66837.23"
"295","CHOYP_AADAT.1.1.m.12672.7","CHOYP_G6PD.2.2.m.46923.3.195"
"296","CHOYP_G6PD.2.2.m.46923.192","CHOYP_FYN.1.1.m.44312.18"
"297","CHOYP_FYN.1.1.m.44312.38","CHOYP_G6PD.2.2.m.46923.3.196"
"298","CHOYP_G6PD.2.2.m.46923.193","CHOYP_G6PD.2.2.m.46923.21"
"299","CHOYP_G6PD.2.2.m.46923.194","CHOYP_G6PD.2.2.m.46923.3.197"
"300","CHOYP_AADAT.1.1.m.12672.8","CHOYP_G6PD.2.2.m.46923.3.198"
"301","CHOYP_G6PD.2.2.m.46923.195","CHOYP_G6PD.2.2.m.46923.22"
"302","CHOYP_1433G.2.2.m.63450.15","CHOYP_G6PD.2.2.m.46923.3.199"
"303","CHOYP_ALF.3.3.m.66837.19","CHOYP_ALF.3.3.m.66837.24"
"304","CHOYP_AADAT.1.1.m.12672.9","CHOYP_G6PD.2.2.m.46923.3.200"
"305","CHOYP_G6PD.2.2.m.46923.196","CHOYP_FYN.1.1.m.44312.19"
"306","CHOYP_1433G.2.2.m.63450.16","CHOYP_G6PD.2.2.m.46923.3.201"
"307","CHOYP_G6PD.2.2.m.46923.197","CHOYP_G6PD.2.2.m.46923.3.202"
"308","CHOYP_G6PD.2.2.m.46923.198","CHOYP_G6PD.2.2.m.46923.3.203"
"309","CHOYP_G6PD.2.2.m.46923.199","CHOYP_G6PD.2.2.m.46923.2.25"
"310","CHOYP_FYN.1.1.m.44312.39","CHOYP_G6PD.2.2.m.46923.3.204"
"311","CHOYP_G6PD.2.2.m.46923.200","CHOYP_G6PD.2.2.m.46923.3.205"
"312","CHOYP_G6PD.2.2.m.46923.201","CHOYP_ALF.3.3.m.66837.25"
"313","CHOYP_G6PD.2.2.m.46923.202","CHOYP_G6PD.2.2.m.46923.2.26"
"314","CHOYP_AADAT.1.1.m.12672.10","CHOYP_G6PD.2.2.m.46923.3.206"
"315","CHOYP_G6PD.2.2.m.46923.203","CHOYP_G6PD.2.2.m.46923.3.207"
"316","CHOYP_G6PD.2.2.m.46923.204","CHOYP_G6PD.2.2.m.46923.3.208"
"317","CHOYP_G6PD.2.2.m.46923.205","CHOYP_G6PD.2.2.m.46923.3.209"
"318","CHOYP_G6PD.2.2.m.46923.206","CHOYP_G6PD.2.2.m.46923.3.210"
"319","CHOYP_G6PD.2.2.m.46923.207","CHOYP_G6PD.2.2.m.46923.2.27"
"320","CHOYP_G6PD.2.2.m.46923.208","CHOYP_G6PD.2.2.m.46923.1.14"
"321","CHOYP_FUT8.1.1.m.9231.23","CHOYP_G6PD.2.2.m.46923.1.15"
"322","CHOYP_FUT8.1.1.m.9231.24","CHOYP_G6PD.2.2.m.46923.2.28"
"323","CHOYP_G6PD.2.2.m.46923.209","CHOYP_G6PD.2.2.m.46923.2.29"
"324","CHOYP_AADAT.1.1.m.12672.11","CHOYP_G6PD.2.2.m.46923.3.211"
"325","CHOYP_G6PD.2.2.m.46923.210","CHOYP_G6PD.2.2.m.46923.3.212"
"326","CHOYP_G6PD.2.2.m.46923.211","CHOYP_G6PD.2.2.m.46923.3.213"
"327","CHOYP_G6PD.2.2.m.46923.212","CHOYP_FYN.1.1.m.44312.20"
"328","CHOYP_FYN.1.1.m.44312.40","CHOYP_G6PD.2.2.m.46923.2.30"
"329","CHOYP_AADAT.1.1.m.12672.12","CHOYP_G6PD.2.2.m.46923.3.214"
"330","CHOYP_G6PD.2.2.m.46923.213","CHOYP_G6PD.2.2.m.46923.3.215"
"331","CHOYP_G6PD.2.2.m.46923.214","CHOYP_G6PD.2.2.m.46923.23"
"332","CHOYP_1433G.2.2.m.63450.17","CHOYP_G6PD.2.2.m.46923.2.31"
"333","CHOYP_AADAT.1.1.m.12672.13","CHOYP_ALF.3.3.m.66837.26"
"334","CHOYP_FYN.1.1.m.44312.41","CHOYP_G6PD.2.2.m.46923.1.16"
"335","CHOYP_ALF.3.3.m.66837.20","CHOYP_FYN.1.1.m.44312.21"
"336","CHOYP_FUT8.1.1.m.9231.25","CHOYP_G6PD.2.2.m.46923.3.216"
"337","CHOYP_FYN.1.1.m.44312.42","CHOYP_FYN.1.1.m.44312.22"
"338","CHOYP_FYN.1.1.m.44312.43","CHOYP_G6PD.2.2.m.46923.3.217"
"339","CHOYP_G6PD.2.2.m.46923.215","CHOYP_ALF.3.3.m.66837.27"
"340","CHOYP_FUT8.1.1.m.9231.26","CHOYP_FYN.1.1.m.44312.23"
"341","CHOYP_ALF.3.3.m.66837.21","CHOYP_G6PD.2.2.m.46923.2.32"
"342","CHOYP_ALF.3.3.m.66837.22","CHOYP_G6PD.2.2.m.46923.3.218"
"343","CHOYP_G6PD.2.2.m.46923.216","CHOYP_G6PD.2.2.m.46923.2.33"
"344","CHOYP_G6PD.2.2.m.46923.217","CHOYP_G6PD.2.2.m.46923.3.219"
"345","CHOYP_G6PD.2.2.m.46923.218","CHOYP_G6PD.2.2.m.46923.2.34"
"346","CHOYP_FYN.1.1.m.44312.44","CHOYP_G6PD.2.2.m.46923.3.220"
"347","CHOYP_G6PD.2.2.m.46923.219","CHOYP_G6PD.2.2.m.46923.3.221"
"348","CHOYP_G6PD.2.2.m.46923.220","CHOYP_G6PD.2.2.m.46923.3.222"
"349","CHOYP_G6PD.2.2.m.46923.221","CHOYP_G6PD.2.2.m.46923.3.223"
"350","CHOYP_FYN.1.1.m.44312.45","CHOYP_G6PD.2.2.m.46923.3.224"
"351","CHOYP_G6PD.2.2.m.46923.222","CHOYP_G6PD.2.2.m.46923.3.225"
"352","CHOYP_G6PD.2.2.m.46923.223","CHOYP_G6PD.2.2.m.46923.24"
"353","CHOYP_G6PD.2.2.m.46923.224","CHOYP_G6PD.2.2.m.46923.3.226"
"354","CHOYP_G6PD.2.2.m.46923.225","CHOYP_G6PD.2.2.m.46923.3.227"
"355","CHOYP_ALF.3.3.m.66837.23","CHOYP_ALF.3.3.m.66837.28"
"356","CHOYP_ALF.3.3.m.66837.24","CHOYP_G6PD.2.2.m.46923.25"
"357","CHOYP_AADAT.1.1.m.12672.14","CHOYP_G6PD.2.2.m.46923.1.17"
"358","CHOYP_FUT8.1.1.m.9231.27","CHOYP_FYN.1.1.m.44312.24"
"359","CHOYP_FUT8.1.1.m.9231.28","CHOYP_G6PD.2.2.m.46923.3.228"
"360","CHOYP_FUT8.1.1.m.9231.29","CHOYP_FYN.1.1.m.44312.25"
"361","CHOYP_FYN.1.1.m.44312.46","CHOYP_G6PD.2.2.m.46923.2.35"
"362","CHOYP_AADAT.1.1.m.12672.15","CHOYP_G6PD.2.2.m.46923.2.36"
"363","CHOYP_FYN.1.1.m.44312.47","CHOYP_G6PD.2.2.m.46923.26"
"364","CHOYP_1433G.2.2.m.63450.18","CHOYP_G6PD.2.2.m.46923.3.229"
"365","CHOYP_G6PD.2.2.m.46923.226","CHOYP_G6PD.2.2.m.46923.3.230"
"366","CHOYP_G6PD.2.2.m.46923.227","CHOYP_G6PD.2.2.m.46923.3.231"
"367","CHOYP_1433G.2.2.m.63450.19","CHOYP_G6PD.2.2.m.46923.2.37"
"368","CHOYP_G6PD.2.2.m.46923.228","CHOYP_G6PD.2.2.m.46923.3.232"
"369","CHOYP_FYN.1.1.m.44312.48","CHOYP_G6PD.2.2.m.46923.3.233"
"370","CHOYP_G6PD.2.2.m.46923.229","CHOYP_G6PD.2.2.m.46923.3.234"
"371","CHOYP_G6PD.2.2.m.46923.230","CHOYP_G6PD.2.2.m.46923.2.38"
"372","CHOYP_G6PD.2.2.m.46923.231","CHOYP_G6PD.2.2.m.46923.2.39"
"373","CHOYP_FYN.1.1.m.44312.49","CHOYP_G6PD.2.2.m.46923.3.235"
"374","CHOYP_FYN.1.1.m.44312.50","CHOYP_G6PD.2.2.m.46923.1.18"
"375","CHOYP_ALF.3.3.m.66837.25","CHOYP_G6PD.2.2.m.46923.3.236"
"376","CHOYP_ALF.3.3.m.66837.26","CHOYP_G6PD.2.2.m.46923.3.237"
"377","CHOYP_G6PD.2.2.m.46923.232","CHOYP_G6PD.2.2.m.46923.3.238"
"378","CHOYP_G6PD.2.2.m.46923.233","CHOYP_G6PD.2.2.m.46923.3.239"
"379","CHOYP_G6PD.2.2.m.46923.234","CHOYP_G6PD.2.2.m.46923.2.40"
"380","CHOYP_G6PD.2.2.m.46923.235","CHOYP_G6PD.2.2.m.46923.3.240"
"381","CHOYP_ALF.3.3.m.66837.27","CHOYP_G6PD.2.2.m.46923.3.241"
"382","CHOYP_G6PD.2.2.m.46923.236","CHOYP_FYN.1.1.m.44312.26"
"383","CHOYP_FYN.1.1.m.44312.51","CHOYP_G6PD.2.2.m.46923.27"
"384","CHOYP_ALF.3.3.m.66837.28","CHOYP_G6PD.2.2.m.46923.3.242"
"385","CHOYP_G6PD.2.2.m.46923.237","CHOYP_FYN.1.1.m.44312.27"
"386","CHOYP_G6PD.2.2.m.46923.238","CHOYP_FYN.1.1.m.44312.28"
"387","CHOYP_FUT8.1.1.m.9231.30","CHOYP_G6PD.2.2.m.46923.1.19"
"388","CHOYP_FYN.1.1.m.44312.52","CHOYP_G6PD.2.2.m.46923.2.41"
"389","CHOYP_ALF.3.3.m.66837.29","CHOYP_G6PD.2.2.m.46923.3.243"
"390","CHOYP_FYN.1.1.m.44312.53","CHOYP_G6PD.2.2.m.46923.3.244"
"391","CHOYP_1433G.2.2.m.63450.20","CHOYP_G6PD.2.2.m.46923.1.20"
"392","CHOYP_G6PD.2.2.m.46923.239","CHOYP_G6PD.2.2.m.46923.3.245"
"393","CHOYP_G6PD.2.2.m.46923.240","CHOYP_G6PD.2.2.m.46923.3.246"
"394","CHOYP_ALF.3.3.m.66837.30","CHOYP_G6PD.2.2.m.46923.3.247"
"395","CHOYP_G6PD.2.2.m.46923.241","CHOYP_G6PD.2.2.m.46923.3.248"
"396","CHOYP_G6PD.2.2.m.46923.242","CHOYP_FYN.1.1.m.44312.29"
"397","CHOYP_FUT8.1.1.m.9231.31","CHOYP_G6PD.2.2.m.46923.28"
"398","CHOYP_FYN.1.1.m.44312.54","CHOYP_G6PD.2.2.m.46923.3.249"
"399","CHOYP_FYN.1.1.m.44312.55","CHOYP_G6PD.2.2.m.46923.3.250"
"400","CHOYP_1433G.2.2.m.63450.21","CHOYP_G6PD.2.2.m.46923.3.251"
"401","CHOYP_G6PD.2.2.m.46923.243","CHOYP_G6PD.2.2.m.46923.2.42"
"402","CHOYP_G6PD.2.2.m.46923.244","CHOYP_G6PD.2.2.m.46923.3.252"
"403","CHOYP_G6PD.2.2.m.46923.245","CHOYP_G6PD.2.2.m.46923.3.253"
"404","CHOYP_FYN.1.1.m.44312.56","CHOYP_G6PD.2.2.m.46923.3.254"
"405","CHOYP_G6PD.2.2.m.46923.246","CHOYP_G6PD.2.2.m.46923.2.43"
"406","CHOYP_G6PD.2.2.m.46923.247","CHOYP_G6PD.2.2.m.46923.3.255"
"407","CHOYP_G6PD.2.2.m.46923.248","CHOYP_G6PD.2.2.m.46923.3.256"
"408","CHOYP_G6PD.2.2.m.46923.249","CHOYP_G6PD.2.2.m.46923.29"
"409","CHOYP_G6PD.2.2.m.46923.250","CHOYP_G6PD.2.2.m.46923.3.257"
"410","CHOYP_G6PD.2.2.m.46923.251","CHOYP_G6PD.2.2.m.46923.3.258"
"411","CHOYP_1433G.2.2.m.63450.22","CHOYP_FYN.1.1.m.44312.30"
"412","CHOYP_1433G.2.2.m.63450.23","CHOYP_G6PD.2.2.m.46923.3.259"
"413","CHOYP_G6PD.2.2.m.46923.252","CHOYP_G6PD.2.2.m.46923.3.260"
"414","CHOYP_G6PD.2.2.m.46923.253","CHOYP_G6PD.2.2.m.46923.1.21"
"415","CHOYP_FYN.1.1.m.44312.57","CHOYP_G6PD.2.2.m.46923.3.261"
"416","CHOYP_G6PD.2.2.m.46923.254","CHOYP_G6PD.2.2.m.46923.3.262"
"417","CHOYP_G6PD.2.2.m.46923.255","CHOYP_G6PD.2.2.m.46923.3.263"
"418","CHOYP_1433G.2.2.m.63450.24","CHOYP_G6PD.2.2.m.46923.3.264"
"419","CHOYP_G6PD.2.2.m.46923.256","CHOYP_G6PD.2.2.m.46923.1.22"
"420","CHOYP_G6PD.2.2.m.46923.257","CHOYP_G6PD.2.2.m.46923.3.265"
"421","CHOYP_G6PD.2.2.m.46923.258","CHOYP_G6PD.2.2.m.46923.3.266"
"422","CHOYP_G6PD.2.2.m.46923.259","CHOYP_ALF.3.3.m.66837.29"
"423","CHOYP_AADAT.1.1.m.12672.16","CHOYP_G6PD.2.2.m.46923.3.267"
"424","CHOYP_G6PD.2.2.m.46923.260","CHOYP_ALF.3.3.m.66837.30"
"425","CHOYP_G6PD.2.2.m.46923.261","CHOYP_G6PD.2.2.m.46923.3.268"
"426","CHOYP_AADAT.1.1.m.12672.17","CHOYP_G6PD.2.2.m.46923.3.269"
"427","CHOYP_G6PD.2.2.m.46923.262","CHOYP_G6PD.2.2.m.46923.3.270"
"428","CHOYP_1433G.2.2.m.63450.25","CHOYP_ALF.3.3.m.66837.31"
"429","CHOYP_AADAT.1.1.m.12672.18","CHOYP_G6PD.2.2.m.46923.30"
"430","CHOYP_G6PD.2.2.m.46923.263","CHOYP_G6PD.2.2.m.46923.1.23"
"431","CHOYP_G6PD.2.2.m.46923.264","CHOYP_G6PD.2.2.m.46923.31"
"432","CHOYP_G6PD.2.2.m.46923.265","CHOYP_G6PD.2.2.m.46923.3.271"
"433","CHOYP_FYN.1.1.m.44312.58","CHOYP_G6PD.2.2.m.46923.3.272"
"434","CHOYP_AADAT.1.1.m.12672.19","CHOYP_G6PD.2.2.m.46923.3.273"
"435","CHOYP_AADAT.1.1.m.12672.20","CHOYP_G6PD.2.2.m.46923.3.274"
"436","CHOYP_G6PD.2.2.m.46923.266","CHOYP_G6PD.2.2.m.46923.3.275"
"437","CHOYP_G6PD.2.2.m.46923.267","CHOYP_G6PD.2.2.m.46923.3.276"
"438","CHOYP_G6PD.2.2.m.46923.268","CHOYP_ALF.3.3.m.66837.32"
"439","CHOYP_G6PD.2.2.m.46923.269","CHOYP_G6PD.2.2.m.46923.3.277"
"440","CHOYP_G6PD.2.2.m.46923.270","CHOYP_G6PD.2.2.m.46923.3.278"
"441","CHOYP_G6PD.2.2.m.46923.271","CHOYP_G6PD.2.2.m.46923.3.279"
"442","CHOYP_ALF.3.3.m.66837.31","CHOYP_G6PD.2.2.m.46923.3.280"
"443","CHOYP_ALF.3.3.m.66837.32","CHOYP_G6PD.2.2.m.46923.1.24"
"444","CHOYP_G6PD.2.2.m.46923.272","CHOYP_G6PD.2.2.m.46923.3.281"
"445","CHOYP_G6PD.2.2.m.46923.273","CHOYP_G6PD.2.2.m.46923.3.282"
"446","CHOYP_G6PD.2.2.m.46923.274","CHOYP_G6PD.2.2.m.46923.3.283"
"447","CHOYP_G6PD.2.2.m.46923.275","CHOYP_G6PD.2.2.m.46923.3.284"
"448","CHOYP_ALF.3.3.m.66837.33","CHOYP_G6PD.2.2.m.46923.3.285"
"449","CHOYP_G6PD.2.2.m.46923.276","CHOYP_G6PD.2.2.m.46923.3.286"
"450","CHOYP_G6PD.2.2.m.46923.277","CHOYP_G6PD.2.2.m.46923.3.287"
"451","CHOYP_G6PD.2.2.m.46923.278","CHOYP_G6PD.2.2.m.46923.3.288"
"452","CHOYP_G6PD.2.2.m.46923.279","CHOYP_ALF.3.3.m.66837.33"
"453","CHOYP_G6PD.2.2.m.46923.280","CHOYP_G6PD.2.2.m.46923.1.25"
"454","CHOYP_FUT8.1.1.m.9231.32","CHOYP_G6PD.2.2.m.46923.3.289"
"455","CHOYP_FUT8.1.1.m.9231.33","CHOYP_G6PD.2.2.m.46923.3.290"
"456","CHOYP_G6PD.2.2.m.46923.281","CHOYP_G6PD.2.2.m.46923.3.291"
"457","CHOYP_AADAT.1.1.m.12672.21","CHOYP_G6PD.2.2.m.46923.2.44"
"458","CHOYP_FUT8.1.1.m.9231.34","CHOYP_G6PD.2.2.m.46923.2.45"
"459","CHOYP_G6PD.2.2.m.46923.282","CHOYP_FYN.1.1.m.44312.31"
"460","CHOYP_FYN.1.1.m.44312.59","CHOYP_G6PD.2.2.m.46923.3.292"
"461","CHOYP_G6PD.2.2.m.46923.283","CHOYP_ALF.3.3.m.66837.34"
"462","CHOYP_FYN.1.1.m.44312.60","CHOYP_G6PD.2.2.m.46923.3.293"
"463","CHOYP_G6PD.2.2.m.46923.284","CHOYP_G6PD.2.2.m.46923.1.26"
"464","CHOYP_FUT8.1.1.m.9231.35","CHOYP_G6PD.2.2.m.46923.3.294"
"465","CHOYP_G6PD.2.2.m.46923.285","CHOYP_G6PD.2.2.m.46923.32"
"466","CHOYP_ALF.3.3.m.66837.34","CHOYP_FYN.1.1.m.44312.32"
"467","CHOYP_G6PD.2.2.m.46923.286","CHOYP_G6PD.2.2.m.46923.3.295"
"468","CHOYP_AADAT.1.1.m.12672.22","CHOYP_G6PD.2.2.m.46923.3.296"
"469","CHOYP_G6PD.2.2.m.46923.287","CHOYP_G6PD.2.2.m.46923.2.46"
"470","CHOYP_ALF.3.3.m.66837.35","CHOYP_G6PD.2.2.m.46923.3.297"
"471","CHOYP_AADAT.1.1.m.12672.23","CHOYP_G6PD.2.2.m.46923.3.298"
"472","CHOYP_G6PD.2.2.m.46923.288","CHOYP_G6PD.2.2.m.46923.3.299"
"473","CHOYP_G6PD.2.2.m.46923.289","CHOYP_FYN.1.1.m.44312.33"
"474","CHOYP_FYN.1.1.m.44312.61","CHOYP_G6PD.2.2.m.46923.3.300"
"475","CHOYP_G6PD.2.2.m.46923.290","CHOYP_G6PD.2.2.m.46923.2.47"
"476","CHOYP_G6PD.2.2.m.46923.291","CHOYP_G6PD.2.2.m.46923.33"
"477","CHOYP_G6PD.2.2.m.46923.292","CHOYP_G6PD.2.2.m.46923.2.48"
"478","CHOYP_FYN.1.1.m.44312.62","CHOYP_G6PD.2.2.m.46923.3.301"
"479","CHOYP_G6PD.2.2.m.46923.293","CHOYP_G6PD.2.2.m.46923.3.302"
"480","CHOYP_G6PD.2.2.m.46923.294","CHOYP_G6PD.2.2.m.46923.1.27"
"481","CHOYP_ALF.3.3.m.66837.36","CHOYP_G6PD.2.2.m.46923.34"
"482","CHOYP_G6PD.2.2.m.46923.295","CHOYP_ALF.3.3.m.66837.35"
"483","CHOYP_G6PD.2.2.m.46923.296","CHOYP_G6PD.2.2.m.46923.3.303"
"484","CHOYP_G6PD.2.2.m.46923.297","CHOYP_G6PD.2.2.m.46923.3.304"
"485","CHOYP_1433G.2.2.m.63450.26","CHOYP_G6PD.2.2.m.46923.1.28"
"486","CHOYP_ALF.3.3.m.66837.37","CHOYP_G6PD.2.2.m.46923.3.305"
"487","CHOYP_FUT8.1.1.m.9231.36","CHOYP_G6PD.2.2.m.46923.3.306"
"488","CHOYP_G6PD.2.2.m.46923.298","CHOYP_ALF.3.3.m.66837.36"
"489","CHOYP_G6PD.2.2.m.46923.299","CHOYP_G6PD.2.2.m.46923.3.307"
"490","CHOYP_AADAT.1.1.m.12672.24","CHOYP_G6PD.2.2.m.46923.2.49"
"491","CHOYP_G6PD.2.2.m.46923.300","CHOYP_G6PD.2.2.m.46923.3.308"
"492","CHOYP_G6PD.2.2.m.46923.301","CHOYP_G6PD.2.2.m.46923.2.50"
"493","CHOYP_ALF.3.3.m.66837.38","CHOYP_G6PD.2.2.m.46923.3.309"
"494","CHOYP_G6PD.2.2.m.46923.302","CHOYP_G6PD.2.2.m.46923.3.310"
"495","CHOYP_FUT8.1.1.m.9231.37","CHOYP_G6PD.2.2.m.46923.3.311"
"496","CHOYP_G6PD.2.2.m.46923.303","CHOYP_G6PD.2.2.m.46923.3.312"
"497","CHOYP_G6PD.2.2.m.46923.304","CHOYP_ALF.3.3.m.66837.37"
"498","CHOYP_FYN.1.1.m.44312.63","CHOYP_G6PD.2.2.m.46923.1.29"
"499","CHOYP_G6PD.2.2.m.46923.305","CHOYP_G6PD.2.2.m.46923.3.313"
"500","CHOYP_G6PD.2.2.m.46923.306","CHOYP_G6PD.2.2.m.46923.3.314"
"501","CHOYP_FUT8.1.1.m.9231.38","CHOYP_G6PD.2.2.m.46923.3.315"
"502","CHOYP_FUT8.1.1.m.9231.39","CHOYP_G6PD.2.2.m.46923.3.316"
"503","CHOYP_AADAT.1.1.m.12672.25","CHOYP_G6PD.2.2.m.46923.2.51"
"504","CHOYP_G6PD.2.2.m.46923.307","CHOYP_G6PD.2.2.m.46923.3.317"
"505","CHOYP_G6PD.2.2.m.46923.308","CHOYP_G6PD.2.2.m.46923.2.52"
"506","CHOYP_G6PD.2.2.m.46923.309","CHOYP_G6PD.2.2.m.46923.3.318"
"507","CHOYP_G6PD.2.2.m.46923.310","CHOYP_FYN.1.1.m.44312.34"
"508","CHOYP_FUT8.1.1.m.9231.40","CHOYP_G6PD.2.2.m.46923.3.319"
"509","CHOYP_G6PD.2.2.m.46923.311","CHOYP_ALF.3.3.m.66837.38"
"510","CHOYP_G6PD.2.2.m.46923.312","CHOYP_G6PD.2.2.m.46923.3.320"
"511","CHOYP_G6PD.2.2.m.46923.313","CHOYP_G6PD.2.2.m.46923.3.321"
"512","CHOYP_AADAT.1.1.m.12672.26","CHOYP_G6PD.2.2.m.46923.1.30"
"513","CHOYP_G6PD.2.2.m.46923.314","CHOYP_G6PD.2.2.m.46923.3.322"
"514","CHOYP_G6PD.2.2.m.46923.315","CHOYP_FYN.1.1.m.44312.35"
"515","CHOYP_G6PD.2.2.m.46923.316","CHOYP_G6PD.2.2.m.46923.3.323"
"516","CHOYP_G6PD.2.2.m.46923.317","CHOYP_G6PD.2.2.m.46923.3.324"
"517","CHOYP_ALF.3.3.m.66837.39","CHOYP_G6PD.2.2.m.46923.2.53"
"518","CHOYP_G6PD.2.2.m.46923.318","CHOYP_FYN.1.1.m.44312.36"
"519","CHOYP_ALF.3.3.m.66837.40","CHOYP_G6PD.2.2.m.46923.2.54"
"520","CHOYP_G6PD.2.2.m.46923.319","CHOYP_G6PD.2.2.m.46923.3.325"
"521","CHOYP_FYN.1.1.m.44312.64","CHOYP_G6PD.2.2.m.46923.3.326"
"522","CHOYP_FYN.1.1.m.44312.65","CHOYP_G6PD.2.2.m.46923.3.327"
"523","CHOYP_FYN.1.1.m.44312.66","CHOYP_G6PD.2.2.m.46923.3.328"
"524","CHOYP_G6PD.2.2.m.46923.320","CHOYP_G6PD.2.2.m.46923.3.329"
"525","CHOYP_G6PD.2.2.m.46923.321","CHOYP_G6PD.2.2.m.46923.35"
"526","CHOYP_G6PD.2.2.m.46923.322","CHOYP_G6PD.2.2.m.46923.3.330"
"527","CHOYP_G6PD.2.2.m.46923.323","CHOYP_G6PD.2.2.m.46923.3.331"
"528","CHOYP_G6PD.2.2.m.46923.324","CHOYP_G6PD.2.2.m.46923.3.332"
"529","CHOYP_G6PD.2.2.m.46923.325","CHOYP_G6PD.2.2.m.46923.3.333"
"530","CHOYP_AADAT.1.1.m.12672.27","CHOYP_G6PD.2.2.m.46923.3.334"
"531","CHOYP_G6PD.2.2.m.46923.326","CHOYP_G6PD.2.2.m.46923.1.31"
"532","CHOYP_G6PD.2.2.m.46923.327","CHOYP_G6PD.2.2.m.46923.3.335"
"533","CHOYP_G6PD.2.2.m.46923.328","CHOYP_G6PD.2.2.m.46923.3.336"
"534","CHOYP_G6PD.2.2.m.46923.329","CHOYP_G6PD.2.2.m.46923.1.32"
"535","CHOYP_FYN.1.1.m.44312.67","CHOYP_G6PD.2.2.m.46923.2.55"
"536","CHOYP_FYN.1.1.m.44312.68","CHOYP_G6PD.2.2.m.46923.3.337"
"537","CHOYP_G6PD.2.2.m.46923.330","CHOYP_G6PD.2.2.m.46923.3.338"
"538","CHOYP_G6PD.2.2.m.46923.331","CHOYP_G6PD.2.2.m.46923.3.339"
"539","CHOYP_1433G.2.2.m.63450.27","CHOYP_FYN.1.1.m.44312.37"
"540","CHOYP_FUT8.1.1.m.9231.41","CHOYP_G6PD.2.2.m.46923.3.340"
"541","CHOYP_G6PD.2.2.m.46923.332","CHOYP_G6PD.2.2.m.46923.2.56"
"542","CHOYP_G6PD.2.2.m.46923.333","CHOYP_G6PD.2.2.m.46923.2.57"
"543","CHOYP_G6PD.2.2.m.46923.334","CHOYP_FYN.1.1.m.44312.38"
"544","CHOYP_ALF.3.3.m.66837.41","CHOYP_G6PD.2.2.m.46923.3.341"
"545","CHOYP_G6PD.2.2.m.46923.335","CHOYP_ALF.3.3.m.66837.39"
"546","CHOYP_FUT8.1.1.m.9231.42","CHOYP_G6PD.2.2.m.46923.3.342"
"547","CHOYP_G6PD.2.2.m.46923.336","CHOYP_G6PD.2.2.m.46923.3.343"
"548","CHOYP_FUT8.1.1.m.9231.43","CHOYP_G6PD.2.2.m.46923.3.344"
"549","CHOYP_G6PD.2.2.m.46923.337","CHOYP_G6PD.2.2.m.46923.3.345"
"550","CHOYP_FUT8.1.1.m.9231.44","CHOYP_G6PD.2.2.m.46923.3.346"
"551","CHOYP_G6PD.2.2.m.46923.338","CHOYP_G6PD.2.2.m.46923.2.58"
"552","CHOYP_G6PD.2.2.m.46923.339","CHOYP_G6PD.2.2.m.46923.3.347"
"553","CHOYP_G6PD.2.2.m.46923.340","CHOYP_G6PD.2.2.m.46923.2.59"
"554","CHOYP_G6PD.2.2.m.46923.341","CHOYP_G6PD.2.2.m.46923.3.348"
"555","CHOYP_G6PD.2.2.m.46923.342","CHOYP_G6PD.2.2.m.46923.36"
"556","CHOYP_FYN.1.1.m.44312.69","CHOYP_ALF.3.3.m.66837.40"
"557","CHOYP_G6PD.2.2.m.46923.343","CHOYP_G6PD.2.2.m.46923.3.349"
"558","CHOYP_G6PD.2.2.m.46923.344","CHOYP_G6PD.2.2.m.46923.2.60"
"559","CHOYP_G6PD.2.2.m.46923.345","CHOYP_G6PD.2.2.m.46923.3.350"
