"","ID","Cluster","D3","D5","D7","D9","D11","D13"
"13121","9_CHOYP_LOC100888889.1.1.m.14397",4,0.1,0.1,0.1,0.1,0.1,0.1
"13122","9_CHOYP_LOC100888910.1.1.m.64827",3,0.1,0.1,0.1,4.2741,4.40065,0.1
"13123","9_CHOYP_LOC100888919.1.1.m.1193",3,0.50355,0.54795,0.5895,1.417,1.96165,2.67545
"13124","9_CHOYP_LOC100888944.1.1.m.45112",3,0.1,0.67385,0.7259,0.64075,4.9034,0.1
"13125","9_CHOYP_LOC100889245.1.2.m.999",4,0.64215,0.1,0.1,0.1,0.1,0.1
"13126","9_CHOYP_LOC100889318.1.1.m.61506",4,0.1,0.1,0.1,0.1,0.1,0.1
"13127","9_CHOYP_LOC100889336.1.1.m.18327",3,5.5772,2.01815,2.2633,0.1,0.1,3.6228
"13128","9_CHOYP_LOC100889562.1.1.m.27158",1,4.3308,6.28525,0.1,0.1,3.21035,1.48225
"13129","9_CHOYP_LOC100889564.1.1.m.17148",1,4.9004,10.58495,6.8196,7.64155,7.0783,11.1921
"13130","9_CHOYP_LOC100889564.1.1.m.17149",3,3.58525,3.88615,4.34055,3.7257,0.1,3.5245
"13131","9_CHOYP_LOC100889738.1.1.m.41184",3,3.443,1.3053,0.73,0.64435,1.85735,2.23575
"13132","9_CHOYP_LOC100889837.1.2.m.2516",3,3.7534,5.4472,0.1,3.90135,2.71335,8.58065
"13133","9_CHOYP_LOC100889837.2.2.m.31074",3,0.1,0.1,0.1,0.1,1.43485,2.4831
"13134","9_CHOYP_LOC100889942.1.1.m.57041",3,0.70225,0.7065,0.1,0.72815,0.70865,0.6413
"13135","9_CHOYP_LOC100890015.1.1.m.8302",4,0.1,0.1,0.1,0.344,0.1,0.1
"13136","9_CHOYP_LOC100890099.1.1.m.11505",1,0.1,88.20305,219.74785,0.1,416.6036,0.1
"13137","9_CHOYP_LOC100890106.1.1.m.40543",1,11.4425,9.2261,6.81975,8.9118,9.26775,19.47655
"13138","9_CHOYP_LOC100890342.1.1.m.10194",3,2.275,2.4133,2.70765,0.1,2.4309,0.1
"13139","9_CHOYP_LOC100890433.1.1.m.30609",3,1.3612,1.8326,1.21895,1.7675,3.3284,1.0398
"13140","9_CHOYP_LOC100890512.1.1.m.36422",1,42.23215,39.09845,33.0909,26.3342,27.4408,23.6348
"13141","9_CHOYP_LOC100890512.1.1.m.36423",1,39.6786,39.9256,34.7066,32.9967,31.4473,41.5011
"13142","9_CHOYP_LOC100890517.2.2.m.22207",3,2.23185,3.63215,1.38675,0.1,0.1,2.18805
"13143","9_CHOYP_LOC100890554.1.1.m.28894",3,4.33495,3.49525,1.33545,0.1,0.1,1.10075
"13144","9_CHOYP_LOC100890653.1.1.m.13755",4,1.26355,0.72295,0.1,0.1,0.1,0.1
"13145","9_CHOYP_LOC100890753.1.3.m.50299",3,1.79515,0.9821,2.14645,0.1,0.1,0.1
"13146","9_CHOYP_LOC100890753.2.3.m.53551",4,0.1,0.1,0.1,0.1,0.1,0.1
"13147","9_CHOYP_LOC100890762.1.1.m.31399",3,2.29775,0.1,8.04775,0.1,0.1,0.1
"13148","9_CHOYP_LOC100891184.1.1.m.18226",4,0.1,0.1,0.1,0.1,3.10425,2.8095
"13149","9_CHOYP_LOC100891282.1.1.m.41107",3,0.1,1.788,1.93295,0.1,0.1,0.1
"13150","9_CHOYP_LOC100891402.2.3.m.27268",3,4.6574,2.5995,5.5516,4.84045,2.59655,4.566
"13151","9_CHOYP_LOC100891466.2.10.m.9752",4,0.1,0.1,0.1,0.1,0.1,0.1
"13152","9_CHOYP_LOC100891502.1.1.m.14627",1,9.7846,4.51005,11.67625,5.81335,4.5518,1.43605
"13153","9_CHOYP_LOC100891594.2.2.m.54602",3,5.218,5.6355,3.17525,5.4231,2.9031,5.1156
"13154","9_CHOYP_LOC100891656.1.1.m.62466",1,51.9601,47.28535,46.44175,47.2604,38.7728,52.5944
"13155","9_CHOYP_LOC100891888.1.1.m.20756",1,16.4538,22.1519,19.61305,10.6825,20.03205,16.1309
"13156","9_CHOYP_LOC100892150.1.1.m.10319",4,0.1,0.1,0.1,0.1,0.1,0.1
"13157","9_CHOYP_LOC100892181.1.1.m.49777",3,1.6741,1.7849,2.001,5.1409,0.1,1.6644
"13158","9_CHOYP_LOC100892193.1.5.m.13369",3,2.5674,5.5456,0.1,4.0058,2.8051,1.3224
"13159","9_CHOYP_LOC100892193.2.5.m.28130",3,0.1,1.4691,0.1,1.43805,2.88655,1.3417
"13160","9_CHOYP_LOC100892461.2.2.m.55369",4,0.1,0.8155,0.1,0.77845,0.1,0.1
"13161","9_CHOYP_LOC100892516.1.1.m.38152",4,0.1,0.1,0.1,0.1,0.1,0.1
"13162","9_CHOYP_LOC100892637.1.1.m.49164",1,17.7494,4.90815,10.57665,9.2235,4.81175,4.3522
"13163","9_CHOYP_LOC100892743.1.1.m.55850",4,0.1,0.1,0.1,0.1,0.1,0.1
"13164","9_CHOYP_LOC100892914.1.1.m.53491",3,2.9317,0.1,3.4779,3.0461,6.2525,5.6539
"13165","9_CHOYP_LOC100892925.1.2.m.44655",1,12.4,5.71555,4.2248,5.56165,11.51895,8.66765
"13166","9_CHOYP_LOC100893261.2.3.m.49437",4,0.1,0.1,1.4662,0.1,0.1,0.1
"13167","9_CHOYP_LOC100893889.1.2.m.7738",4,0.1,0.1,0.1,0.7722,0.1,0.1
"13168","9_CHOYP_LOC100893889.2.2.m.64935",1,172.0326,135.09675,181.06865,234.9345,237.1733,231.72595
"13169","9_CHOYP_LOC100893981.1.1.m.56774",4,0.1,0.1,0.1,0.1,0.1,0.50685
"13170","9_CHOYP_LOC100897892.1.1.m.1462",1,62.27,53.8018,40.84255,38.8143,33.7933,39.6474
"13171","9_CHOYP_LOC100898095.9.19.m.32685",4,0.1,0.1,0.1,0.1,0.1,0.1
"13172","9_CHOYP_LOC100898860.1.1.m.7386",1,5.66375,9.13335,10.1434,11.7727,9.1746,11.1665
"13173","9_CHOYP_LOC100899149.1.2.m.6146",4,0.1,0.1,0.1,0.1,0.1,0.1
"13174","9_CHOYP_LOC100899149.2.2.m.29105",6,12.52315,0.1,2.5257,0.1,0.1,0.1
"13175","9_CHOYP_LOC100899229.1.1.m.12157",4,0.1,1.98015,0.1,0.1,0.1,0.1
"13176","9_CHOYP_LOC100899437.1.1.m.28953",3,5.1818,2.8673,0.1,0.1,0.1,2.5449
"13177","9_CHOYP_LOC100899732.1.1.m.26595",3,0.1,1.26145,2.7114,1.2291,0.1,1.1527
"13178","9_CHOYP_LOC100899882.1.3.m.27725",4,0.1,0.1,0.1,0.1,0.1,0.1
"13179","9_CHOYP_LOC100900162.1.1.m.58237",3,0.8063,0.8804,0.1,0.1,0.1,2.22255
"13180","9_CHOYP_LOC100900174.1.1.m.14983",4,0.1,0.1,0.1,0.1,0.1,0.1
"13181","9_CHOYP_LOC100900429.1.1.m.13158",4,0.1,0.1,0.1,1.2966,0.1,0.1
"13182","9_CHOYP_LOC100900935.1.1.m.56691",4,0.1,0.1,0.1,0.1,0.6795,0.1
"13183","9_CHOYP_LOC100900939.1.1.m.15284",4,0.1,0.1,0.1,0.1,0.1,0.1
"13184","9_CHOYP_LOC100901947.1.1.m.7834",4,0.1,0.1,0.1,0.1,0.1,0.1
"13185","9_CHOYP_LOC100901947.1.1.m.7835",3,4.16805,2.99815,1.7127,7.20935,3.02905,4.06735
"13186","9_CHOYP_LOC100902046.1.1.m.11187",3,2.8679,3.0761,0.1,1.4903,0.83405,1.47135
"13187","9_CHOYP_LOC100902075.1.1.m.10103",4,0.1,0.1,0.1,0.1,0.1,0.1
"13188","9_CHOYP_LOC100902565.1.1.m.19044",3,0.1,0.1,1.00075,0.87285,0.1,3.1126
"13189","9_CHOYP_LOC100902628.1.1.m.1200",4,0.1,0.1,0.1,0.1,0.1,1.7873
"13190","9_CHOYP_LOC100902807.1.4.m.12152",3,0.49325,1.4255,1.578,0.5082,0.5243,0.1
"13191","9_CHOYP_LOC100902807.4.4.m.59166",3,4.45235,3.87545,5.83345,5.09415,3.8609,4.7801
"13192","9_CHOYP_LOC100902912.1.1.m.9008",3,3.9463,2.84405,4.71625,1.41505,0.1,1.3266
"13193","9_CHOYP_LOC100903522.1.3.m.2296",1,265.46915,175.40645,232.59085,253.4103,217.14365,281.378
"13194","9_CHOYP_LOC100903758.1.1.m.43697",4,0.1,0.1,1.17885,0.1,0.1,0.1
"13195","9_CHOYP_LOC100903812.1.1.m.65786",1,3.18205,9.6281,9.11585,7.2847,12.40405,15.62755
"13196","9_CHOYP_LOC100903999.1.1.m.16840",4,0.87395,0.95465,0.1,0.1,0.1,0.1
"13197","9_CHOYP_LOC100904232.1.1.m.38777",1,10.00375,12.6048,6.04155,8.65115,12.6436,10.61565
"13198","9_CHOYP_LOC100904451.3.11.m.13002",3,2.13895,0.1,2.5349,2.2219,0.1,0.1
"13199","9_CHOYP_LOC100904558.2.2.m.26621",4,0.1,0.1,0.1,0.1,0.1,0.1
"13200","9_CHOYP_LOC100905188.1.1.m.2446",3,3.00555,1.65075,0.1,1.61575,3.25605,2.94655
"13201","9_CHOYP_LOC100905387.1.1.m.30579",3,4.47255,0.1,0.1,2.3684,4.84525,0.1
"13202","9_CHOYP_LOC100905544.1.3.m.6504",4,0.2572,0.1,0.1,0.1,0.1,0.1
"13203","9_CHOYP_LOC100905729.1.3.m.13789",1,4.58175,9.81665,21.66925,14.18475,9.84685,4.5547
"13204","9_CHOYP_LOC100906408.1.1.m.3002",3,1.727,1.8808,2.0335,3.47595,1.8445,3.2788
"13205","9_CHOYP_LOC100907253.3.3.m.27327",1,31.30795,46.43475,55.93295,60.99945,63.5543,53.6289
"13206","9_CHOYP_LOC100907408.1.1.m.24444",4,2.4012,0.1,0.1,0.1,0.1,0.1
"13207","9_CHOYP_LOC100907708.1.1.m.16095",1,18.4235,17.54065,22.61635,19.71215,18.17005,19.67325
"13208","9_CHOYP_LOC100907797.3.4.m.54168",4,0.1,0.1,0.1,0.1,0.1,0.40815
"13209","9_CHOYP_LOC100907841.1.1.m.39986",1,15.26345,11.52325,7.2997,23.80465,28.26685,4.50825
"13210","9_CHOYP_LOC100907845.2.3.m.23111",4,0.1,0.1,0.1,0.1,0.1,0.1
"13211","9_CHOYP_LOC100908241.1.1.m.52509",4,0.1,0.1,0.1,1.2555,0.7105,0.1
"13212","9_CHOYP_LOC100908688.1.5.m.30293",1,114.5805,123.3663,125.5304,109.50775,109.1024,98.71895
"13213","9_CHOYP_LOC100909243.1.1.m.22728",3,2.38535,0.1,5.5743,2.47625,2.59655,0.1
"13214","9_CHOYP_LOC100910862.2.2.m.45085",1,20.3561,26.36675,29.1009,33.8306,11.0824,13.93965
"13215","9_CHOYP_LOC100914852.1.1.m.29079",4,0.711,0.1,0.8318,0.1,0.1,0.68905
"13216","9_CHOYP_LOC100918713.1.1.m.17833",4,0.1,0.1,0.1,0.1,0.1,0.1
"13217","9_CHOYP_LOC100922782.1.1.m.5582",4,0.1,0.1,0.1,0.1,1.1274,0.1
"13218","9_CHOYP_LOC100927475.1.1.m.28390",4,0.1,1.1013,0.1,0.1,0.1,0.1
"13219","9_CHOYP_LOC100929680.1.2.m.17333",3,5.27935,2.6493,0.45025,1.9865,3.99945,0.6617
"13220","9_CHOYP_LOC100929680.2.2.m.28318",4,1.17835,1.16395,0.1,1.36065,0.1903,0.1
"13221","9_CHOYP_LOC100929997.1.1.m.23658",1,0.1,4.97035,5.52905,4.8627,0.1,0.1
"13222","9_CHOYP_LOC100931580.2.2.m.44310",1,15.5818,25.20435,15.4628,21.5856,25.3471,22.85785
"13223","9_CHOYP_LOC100932567.1.1.m.26590",4,0.1,0.1,0.1,0.1,0.1,0.1
"13224","9_CHOYP_LOC100933241.16.45.m.30626",3,5.4635,7.4066,0.1,0.1,0.1,0.1
"13225","9_CHOYP_LOC100933589.3.3.m.59374",3,0.1,0.1,2.62095,0.1,0.1,0.1
"13226","9_CHOYP_LOC100934353.1.1.m.11772",4,0.1,0.1,0.1,0.1,0.1,0.1
"13227","9_CHOYP_LOC101020089.1.1.m.9396",4,0.1,0.1,0.1,0.71465,0.1,0.1
"13228","9_CHOYP_LOC101033229.1.1.m.38291",4,9.18715,0.1,0.1,0.1,0.1,0.1
"13229","9_CHOYP_LOC101040300.1.2.m.6533",1,54.52605,70.5721,69.3415,79.3424,74.72465,67.7631
"13230","9_CHOYP_LOC101058182.1.1.m.57909",4,0.1,0.1,0.1,0.1,0.1,0.1
"13231","9_CHOYP_LOC101060411.1.1.m.54761",4,0.1,0.1,0.1,0.1,0.1,1.25385
"13232","9_CHOYP_LOC101061101.1.1.m.50165",3,0.1,0.89785,1.8976,1.6545,0.92045,0.82175
"13233","9_CHOYP_LOC101061332.1.1.m.25069",3,2.2209,3.20995,3.432,4.49585,6.26835,5.6905
"13234","9_CHOYP_LOC101061667.1.1.m.8351",5,0.1,0.1,0.1,2.74855,0.1,1.31185
"13235","9_CHOYP_LOC101062323.1.1.m.15918",1,7.4548,16.0872,14.7816,7.734,0.1,4.86765
"13236","9_CHOYP_LOC101062578.1.1.m.56255",3,3.3948,1.9084,2.0833,3.52825,5.4993,3.32825
"13237","9_CHOYP_LOC101063181.1.1.m.12864",3,2.8037,3.02805,3.34205,0.1,3.03735,1.40915
"13238","9_CHOYP_LOC101063699.1.1.m.18944",3,1.0717,0.5957,0.1,0.58375,0.59975,0.5467
"13239","9_CHOYP_LOC101063838.1.1.m.50540",3,2.6277,0.1,3.14655,0.1,2.82405,0.1
"13240","9_CHOYP_LOC101063890.1.1.m.7895",1,6.4065,1.9761,0.1,1.00315,3.9643,8.9887
"13241","9_CHOYP_LOC101064182.1.1.m.8320",4,1.20385,0.1,0.1,1.25565,0.1,0.1
"13242","9_CHOYP_LOC101064328.2.3.m.57090",6,23.2869,0.1,0.1,0.1,0.1,6.82335
"13243","9_CHOYP_LOC101064384.1.1.m.19175",4,0.1,0.1,0.1,0.1,0.1,0.1
"13244","9_CHOYP_LOC101064472.1.1.m.66819",2,0.1,0.1,0.1,0.1,0.1,12.53235
"13245","9_CHOYP_LOC101064693.1.2.m.30288",6,10.23195,0.1,1.16395,0.1,0.1,0.1
"13246","9_CHOYP_LOC101064793.1.1.m.27191",1,16.16605,27.9831,15.40445,20.1795,24.5937,22.2614
"13247","9_CHOYP_LOC101065149.1.1.m.49591",3,2.88995,1.632,0.1,3.00355,3.13075,2.83325
"13248","9_CHOYP_LOC101065571.1.2.m.36430",4,0.1,0.1,0.1,0.1,0.1,0.1
"13249","9_CHOYP_LOC101065647.2.2.m.10863",4,0.1,0.1,0.1,0.1,0.1,0.1
"13250","9_CHOYP_LOC101065695.1.1.m.13611",3,1.84465,4.96695,5.4917,6.7077,5.99515,4.5112
"13251","9_CHOYP_LOC101066074.1.1.m.19291",1,6.47135,16.2915,12.88135,15.7026,21.0298,14.84095
"13252","9_CHOYP_LOC101066924.1.1.m.16031",4,8.38125,0.1,0.1,0.1,0.1,1.67615
"13253","9_CHOYP_LOC101067075.1.2.m.30552",4,0.1,0.1,0.1,0.1,0.1,0.1
"13254","9_CHOYP_LOC101067281.1.2.m.14666",1,12.4651,6.76845,9.93945,8.6449,0.1,0.1
"13255","9_CHOYP_LOC101067376.1.1.m.40668",3,3.26695,0.76575,1.61625,1.40555,4.96435,7.69115
"13256","9_CHOYP_LOC101067698.2.2.m.27457",6,12.60465,0.1,0.1,0.1,0.1,0.1
"13257","9_CHOYP_LOC101067777.1.1.m.52432",3,1.0239,2.1307,0.1,1.06255,1.11805,3.8512
"13258","9_CHOYP_LOC101067833.2.3.m.25528",3,0.1,0.1,0.1,0.1,1.9599,0.9466
"13259","9_CHOYP_LOC101067857.1.1.m.36995",1,4.7992,5.09435,5.7227,9.84355,5.2287,9.28545
"13260","9_CHOYP_LOC101067905.1.1.m.42386",4,0.1,0.1,0.1,0.1,1.06295,0.9652
"13261","9_CHOYP_LOC101068003.1.1.m.14900",1,9.34515,4.03855,6.6842,7.79295,4.0682,1.8652
"13262","9_CHOYP_LOC101068028.1.1.m.48693",1,2.55865,5.4342,5.9977,5.2294,0.1,9.92025
"13263","9_CHOYP_LOC101068272.1.3.m.40396",1,10.31655,9.76835,10.75265,10.71535,6.99835,16.39355
"13264","9_CHOYP_LOC101068378.2.3.m.20090",4,1.45005,0.1,0.1,0.1,0.1,0.1
"13265","9_CHOYP_LOC101068378.3.3.m.29759",1,15.90545,21.91415,24.8439,19.9338,17.8163,12.3432
"13266","9_CHOYP_LOC101068677.1.1.m.30685",3,0.1,1.2011,0.1,0.1,1.17825,1.06935
"13267","9_CHOYP_LOC101069006.1.2.m.5484",2,0.1,0.1,2.59865,9.06855,12.97835,10.6863
"13268","9_CHOYP_LOC101069440.1.3.m.4206",1,15.4628,12.1423,20.10215,16.06275,7.5979,12.38465
"13269","9_CHOYP_LOC101069440.2.3.m.16645",3,1.61095,0.1,3.73195,0.1,0.1,1.56775
"13270","9_CHOYP_LOC101069440.3.3.m.28439",1,0.1,5.1773,13.053,3.24485,5.08945,6.1217
"13271","9_CHOYP_LOC101069588.1.1.m.34189",1,8.5434,7.37735,10.18795,10.6401,12.93265,11.7748
"13272","9_CHOYP_LOC101069759.1.1.m.40708",1,55.7527,49.0473,59.03035,55.7695,49.19825,46.56855
"13273","9_CHOYP_LOC101070424.1.1.m.64148",3,4.7257,2.5519,0.1,1.2748,2.55975,4.6074
"13274","9_CHOYP_LOC101070553.1.1.m.9549",4,0.1,0.86895,0.1,0.1,0.1,0.1
"13275","9_CHOYP_LOC101070737.2.3.m.11531",1,23.48095,8.4532,18.61375,20.34665,8.47925,15.43145
"13276","9_CHOYP_LOC101071050.1.1.m.38421",3,2.81775,1.59245,1.7376,1.51785,1.59065,2.7624
"13277","9_CHOYP_LOC101071230.1.1.m.22193",4,0.1,0.1,0.1,0.1,0.1,0.5452
"13278","9_CHOYP_LOC101071441.1.1.m.64484",1,14.75415,19.83535,13.19305,11.4746,8.1058,18.17465
"13279","9_CHOYP_LOC101071891.1.2.m.31440",3,1.90295,0.1,2.2416,0.1,0.1,0.1
"13280","9_CHOYP_LOC101071902.1.1.m.49967",3,5.31645,2.8815,6.33725,2.80585,2.95695,5.2121
"13281","9_CHOYP_LOC101072178.1.1.m.65566",1,0.1,5.9738,8.9322,11.5693,22.0717,1.88745
"13282","9_CHOYP_LOC101072591.1.1.m.1861",3,0.1,3.00705,3.37535,2.928,0.1,0.1
"13283","9_CHOYP_LOC101072646.1.1.m.8800",1,154.01955,259.43175,277.0791,177.08655,102.90055,128.20075
"13284","9_CHOYP_LOC101072885.1.1.m.63778",3,3.9934,0.1,0.1,0.1,0.1,2.00995
"13285","9_CHOYP_LOC101072885.1.1.m.63779",4,5.2531,0.1,0.1,0.1,0.1,0.1
"13286","9_CHOYP_LOC101073830.1.1.m.42117",1,9.5967,3.5556,7.64595,3.3695,3.5515,3.15445
"13287","9_CHOYP_LOC101075536.1.1.m.42991",1,8.23915,5.9379,13.10725,5.77825,0.1,8.1149
"13288","9_CHOYP_LOC101075808.1.1.m.17712",1,10.5981,17.06615,15.8152,8.256,11.4649,10.37525
"13289","9_CHOYP_LOC101076145.1.1.m.26253",4,0.1,0.1,0.1,0.1,1.7156,0.1
"13290","9_CHOYP_LOC101076180.1.1.m.41749",4,0.1,0.1,0.1,0.1,0.1,0.1
"13291","9_CHOYP_LOC101076498.2.2.m.25096",4,0.1,0.1,0.1,0.1,0.1,0.1
"13292","9_CHOYP_LOC101076790.1.1.m.45316",4,0.1,0.1,0.1,0.1,0.1,0.1
"13293","9_CHOYP_LOC101077059.1.1.m.57292",4,0.1,2.1128,0.1,0.1,0.1,0.1
"13294","9_CHOYP_LOC101077542.1.1.m.58180",1,18.0334,14.45675,21.5223,30.4618,9.72195,17.5818
"13295","9_CHOYP_LOC101077597.2.3.m.25843",4,0.1,0.1,0.1,0.1,0.1,0.1
"13296","9_CHOYP_LOC101077787.2.3.m.65668",4,0.1,0.1,0.1,0.1,0.1,0.1
"13297","9_CHOYP_LOC101078033.1.1.m.42470",4,0.68745,0.39995,0.1,0.1,0.39955,0.1
"13298","9_CHOYP_LOC101078145.1.1.m.54616",4,0.1,0.1,0.1,0.1,0.1,2.14145
"13299","9_CHOYP_LOC101078252.1.1.m.39219",4,0.1,0.1,0.1,0.1,0.1,0.1
"13300","9_CHOYP_LOC101078542.1.1.m.44610",1,37.56955,42.19655,48.5333,48.79145,52.4913,44.4887
"13301","9_CHOYP_LOC101078914.1.1.m.34199",4,0.95425,0.1,0.1,0.1,0.1,0.1
"13302","9_CHOYP_LOC101079138.1.4.m.4320",1,3.9446,7.1131,1.60815,5.4542,4.2558,11.57635
"13303","9_CHOYP_LOC101079642.1.1.m.56374",3,0.40725,0.77385,0.6416,0.1,0.1,0.2237
"13304","9_CHOYP_LOC101107626.1.1.m.1051",3,1.1687,0.46455,1.39405,0.1,0.84325,0.43575
"13305","9_CHOYP_LOC101154772.1.1.m.55397",3,2.9428,0.1,0.1,1.583,4.767,2.88505
"13306","9_CHOYP_LOC101155522.1.1.m.45101",1,22.9129,21.67735,21.6157,16.86845,18.6256,17.8022
"13307","9_CHOYP_LOC101155562.1.1.m.51414",4,2.0612,0.1,0.1,0.76515,0.1,0.7155
"13308","9_CHOYP_LOC101155629.1.1.m.30633",3,0.1,0.1,3.0056,0.1,2.80735,0.1
"13309","9_CHOYP_LOC101156197.1.1.m.31571",5,0.1,0.1,0.1,2.67705,0.1,0.1
"13310","9_CHOYP_LOC101156767.1.1.m.65605",4,0.1,0.1,0.40425,0.1,0.1,0.1
"13311","9_CHOYP_LOC101156833.1.1.m.38739",1,0.1,13.10175,28.7419,54.39605,74.0093,59.15105
"13312","9_CHOYP_LOC101156914.1.1.m.30383",3,3.4465,0.1,1.42485,0.1,2.5133,1.18765
"13313","9_CHOYP_LOC101156984.2.2.m.22956",1,426.9364,464.97635,492.59345,465.04785,499.26,438.7492
"13314","9_CHOYP_LOC101157039.2.2.m.54697",3,0.1,0.1,2.1653,1.89885,1.96375,1.77905
"13315","9_CHOYP_LOC101157079.2.2.m.7067",4,0.56375,0.1,0.1,0.1,0.1,0.1
"13316","9_CHOYP_LOC101157371.3.3.m.51109",1,36.90825,53.7953,88.00605,101.0235,83.4096,72.42165
"13317","9_CHOYP_LOC101157864.1.2.m.9913",1,30.4618,21.9327,30.22905,15.84265,16.4482,24.8317
"13318","9_CHOYP_LOC101157895.2.2.m.28009",5,0.1,0.1,0.1,2.11015,0.1,0.1
"13319","9_CHOYP_LOC101158638.1.2.m.5931",4,0.1,0.1,0.1,0.1,0.1,0.1
"13320","9_CHOYP_LOC101158638.2.2.m.27400",1,22.6805,13.9916,15.44245,10.1065,7.0173,19.05115
"13321","9_CHOYP_LOC101158923.1.2.m.27410",4,0.1,0.1,0.1,0.1,0.1,0.1
"13322","9_CHOYP_LOC101159074.1.1.m.29872",2,0.1,0.1,0.1,0.1,0.1,4.99465
"13323","9_CHOYP_LOC101159300.1.1.m.26609",5,0.1,0.1,0.1,3.9449,0.1,0.1
"13324","9_CHOYP_LOC101159719.1.1.m.21443",3,2.1675,2.3409,2.5836,2.2527,0.1,2.12495
"13325","9_CHOYP_LOC101160004.1.1.m.48946",3,0.1,0.1,0.9758,1.67645,3.3823,1.5304
"13326","9_CHOYP_LOC101160053.1.1.m.18848",3,1.8556,3.88905,4.2923,0.1,7.77835,1.79565
"13327","9_CHOYP_LOC101160063.1.4.m.2465",3,0.1,0.1,1.51265,0.1,1.3985,0.1
"13328","9_CHOYP_LOC101160163.2.2.m.44944",1,19.3624,14.55625,18.08375,28.01515,21.91875,17.3881
"13329","9_CHOYP_LOC101160363.1.1.m.194",4,0.1,0.1,0.1,0.1,0.1,0.1
"13330","9_CHOYP_LOC101161108.1.1.m.52561",4,0.1,0.1,0.1,0.1,0.1,0.1
"13331","9_CHOYP_LOC101161976.1.1.m.43986",1,38.672,30.7612,33.9272,50.73535,48.5294,37.918
"13332","9_CHOYP_LOC101162206.1.1.m.53261",5,0.1,0.1,0.1,3.60845,0.1,0.1
"13333","9_CHOYP_LOC101162499.1.1.m.47400",4,0.1,0.1,0.1,0.1,0.1,0.1
"13334","9_CHOYP_LOC101162528.1.1.m.17841",4,0.1,0.1,0.1,0.1,0.1,1.06745
"13335","9_CHOYP_LOC101163682.1.1.m.10220",4,0.1,0.1,0.1,0.1,0.1,1.75215
"13336","9_CHOYP_LOC101164168.1.1.m.24728",3,0.1,0.1,6.07915,0.1,0.1,0.1
"13337","9_CHOYP_LOC101164444.1.1.m.42364",1,9.86435,7.13715,11.75565,10.2525,2.3755,2.2235
"13338","9_CHOYP_LOC101164482.1.1.m.44586",1,34.10475,33.11435,36.54685,34.247,33.29125,27.85925
"13339","9_CHOYP_LOC101165304.1.1.m.54576",1,29.15805,17.44145,27.0432,13.44745,28.13545,19.05115
"13340","9_CHOYP_LOC101165968.2.7.m.18121",6,24.8575,0.1,2.03545,3.5038,0.1,4.9787
"13341","9_CHOYP_LOC101165968.3.7.m.49147",3,0.1,2.62615,1.4455,6.11675,8.90975,5.7798
"13342","9_CHOYP_LOC101165968.5.7.m.54243",4,2.4135,0.1,0.1,0.1,0.1,1.2461
"13343","9_CHOYP_LOC101165968.6.7.m.55758",4,0.1,0.1,0.1,0.1,0.1,0.1
"13344","9_CHOYP_LOC101166328.1.1.m.14447",3,0.7933,0.1,1.81835,0.1,0.1,0.1
"13345","9_CHOYP_LOC101166335.1.1.m.5463",1,50.49865,48.60845,53.882,49.7148,45.96715,46.9665
"13346","9_CHOYP_LOC101167642.1.1.m.31028",1,24.5337,16.7406,15.95685,13.91295,21.74035,8.78315
"13347","9_CHOYP_LOC101167938.1.1.m.27316",5,0.1,0.1,0.1,2.3857,1.28165,0.1
"13348","9_CHOYP_LOC101168798.1.1.m.6128",4,0.1,0.1,0.1,0.1,0.1,0.1
"13349","9_CHOYP_LOC101168834.1.1.m.9567",4,0.88745,0.1,0.1,0.1,0.96845,0.1
"13350","9_CHOYP_LOC101168891.1.1.m.30839",3,2.5674,4.1402,1.5877,5.39985,4.1589,2.5392
"13351","9_CHOYP_LOC101169131.2.2.m.32499",4,0.1,0.1,0.1,0.1,0.1,0.1
"13352","9_CHOYP_LOC101169402.1.1.m.7122",4,1.5048,0.1,0.1,0.1,0.8574,0.79575
"13353","9_CHOYP_LOC101169524.1.1.m.4630",4,0.1,0.1,0.1,0.1,0.1,0.1
"13354","9_CHOYP_LOC101169658.1.3.m.18820",1,2.40315,29.86545,50.10915,52.46245,56.15815,56.6222
"13355","9_CHOYP_LOC101169658.2.3.m.20752",1,36.4086,142.48055,316.166,380.10125,445.35895,533.59615
"13356","9_CHOYP_LOC101169976.1.1.m.55723",1,8.757,8.43825,6.9611,7.07835,4.21765,8.5773
"13357","9_CHOYP_LOC101170942.1.1.m.47597",1,33.1496,31.26525,39.51445,47.3614,49.4215,32.499
"13358","9_CHOYP_LOC101171340.1.1.m.29474",1,6.2558,17.98595,27.97265,17.87825,15.23255,9.17695
"13359","9_CHOYP_LOC101171379.1.1.m.27459",4,2.4985,1.3578,0.1,1.3292,1.3675,0.1
"13360","9_CHOYP_LOC101173065.1.1.m.11998",4,0.1,0.1,0.1,0.1,0.1,0.1
"13361","9_CHOYP_LOC101173335.2.4.m.33982",1,13.072,13.9462,24.3734,34.25485,8.54025,30.42545
"13362","9_CHOYP_LOC101173335.4.4.m.49816",1,0.1,82.0958,171.43925,177.58445,214.32635,0.1
"13363","9_CHOYP_LOC101173404.1.1.m.27554",3,3.0462,0.1,1.8566,1.629,1.7156,1.5267
"13364","9_CHOYP_LOC101173869.1.1.m.32090",4,0.1,1.48265,0.1,0.1,0.1,1.38315
